Player,Comp,Age,Min,Gls,Ast,Pos,Tkl,Int,Clr,Blocks,Succ,Carries,KP,xG,xAG,Club
Andrea Mazza,it Serie A,20.0,8,0,0,GK,0,0,0,0,0,5,0,0.0,0.0,
Luca Mazzitelli,it Serie A,28.0,335,1,1,MF,9,3,10,4,4,132,6,0.2,0.6,
Pasquale Mazzocchi,it Serie A,29.0,702,0,0,"DF,FW",15,5,25,6,10,206,5,0.3,0.4,
Samuel Mbangula,it Serie A,20.0,709,3,3,FW,15,3,4,3,9,229,15,0.6,1.4,
Ethan Mbappé,fr Ligue 1,17.0,222,0,0,"MF,FW",6,1,0,3,3,107,6,1.1,1.5,
Kylian Mbappé,es La Liga,25.0,2907,31,3,FW,8,1,1,33,83,1065,51,25.9,7.7,
Ibrahim Mbaye,fr Ligue 1,16.0,340,1,1,"FW,MF",4,2,2,2,5,161,3,1.8,1.1,
Bryan Mbeumo,eng Premier League,24.0,3414,20,7,FW,49,14,55,50,52,1077,70,12.3,8.3,
James Mcatee,eng Premier League,21.0,349,3,0,"MF,FW",5,2,1,4,2,96,3,2.8,0.5,
Kasey McAteer,eng Premier League,22.0,852,1,1,FW,23,5,15,13,6,224,9,1.0,0.7,
Oliver McBurnie,es La Liga,28.0,1837,3,6,FW,15,6,24,5,16,269,24,4.8,2.8,
Alex McCarthy,eng Premier League,34.0,450,0,0,GK,0,0,1,1,0,100,0,0.0,0.0,
John McGinn,eng Premier League,29.0,2223,1,4,"MF,FW",33,14,18,17,20,581,31,3.1,3.5,
Scott McKenna,es La Liga,27.0,2466,0,0,DF,21,9,163,5,3,912,4,1.1,0.7,
Weston McKennie,it Serie A,25.0,2310,2,4,"MF,DF",33,14,37,19,20,719,32,2.9,3.6,
Mark McKenzie,fr Ligue 1,25.0,2496,1,1,DF,52,22,141,9,4,878,4,1.4,0.5,
Dwight McNeil,eng Premier League,24.0,1371,4,6,"MF,FW",13,6,2,16,24,443,37,1.1,5.2,
Scott McTominay,eng Premier League,27.0,19,0,0,MF,0,0,1,0,0,10,0,0.1,0.0,
Scott McTominay,it Serie A,27.0,2938,12,4,MF,43,24,51,20,39,726,26,7.4,2.7,
Jakov Medić,de Bundesliga,25.0,1603,1,0,DF,13,22,111,2,2,498,3,0.9,0.2,
Facundo Medina,fr Ligue 1,25.0,2543,0,1,DF,44,32,70,18,10,1328,24,1.8,2.0,
Ben Mee,eng Premier League,34.0,183,0,0,DF,2,4,7,1,0,78,0,0.0,0.0,
Jayden Meghoma,eng Premier League,18.0,5,0,0,DF,0,0,0,0,0,1,0,0.0,0.0,
Henrik Meister,fr Ligue 1,20.0,63,1,0,FW,2,1,0,0,0,12,2,0.1,0.3,
Bamo Meïté,fr Ligue 1,22.0,424,0,0,DF,5,4,14,3,1,99,0,0.0,0.0,
Bamo Meïté,fr Ligue 1,22.0,26,0,0,DF,0,0,1,1,0,21,0,0.0,0.0,
Mohamed Meité,fr Ligue 1,16.0,544,2,0,FW,2,0,5,4,1,100,5,2.5,0.6,
Mateo Mejía,es La Liga,21.0,11,0,0,FW,0,0,0,0,0,1,0,0.0,0.0,
Farid El Melali,fr Ligue 1,27.0,1893,2,3,FW,28,16,12,21,52,472,25,3.6,3.1,
Filippo Melegoni,it Serie A,25.0,89,0,1,"MF,FW",1,0,2,3,1,13,1,0.0,0.5,
Arthur Melo,es La Liga,27.0,941,0,0,MF,25,8,12,7,8,539,5,0.2,0.2,
Nuno Mendes,fr Ligue 1,22.0,1676,1,3,DF,30,18,37,21,31,990,30,2.2,5.0,
Brais Méndez,es La Liga,27.0,1531,3,2,MF,24,7,16,22,14,554,23,3.5,2.0,
Antoine Mendy,fr Ligue 1,20.0,825,0,0,DF,30,8,29,6,5,314,2,0.6,0.1,
Ferland Mendy,es La Liga,29.0,1005,0,1,DF,17,9,8,8,3,447,3,0.0,0.5,
Nampalys Mendy,fr Ligue 1,32.0,588,0,1,MF,15,9,8,4,1,204,1,0.2,0.1,
Nobel Mendy,es La Liga,19.0,108,0,0,DF,0,4,10,0,0,35,0,0.0,0.0,
Gideon Mensah,fr Ligue 1,26.0,2280,0,1,DF,68,50,83,37,29,880,22,0.2,2.6,
Alex Meret,it Serie A,27.0,3005,0,0,GK,0,0,16,0,0,775,0,0.0,0.0,
Mikel Merino,eng Premier League,28.0,1586,7,2,"MF,FW",46,15,26,12,9,388,17,5.9,2.0,
Quentin Merlin,fr Ligue 1,22.0,1589,1,3,DF,22,14,17,27,4,732,25,2.1,3.0,
Víctor Meseguer,es La Liga,25.0,418,0,0,MF,10,2,4,6,1,100,1,0.7,0.0,
Rafik Messali,fr Ligue 1,21.0,456,0,1,DF,15,10,12,10,4,155,11,0.3,1.0,
Junior Messias,it Serie A,33.0,847,1,1,"MF,FW",13,6,20,8,10,226,8,2.4,0.7,
Connor Metcalfe,de Bundesliga,24.0,358,0,0,"MF,FW",2,3,8,3,3,58,3,0.7,0.2,
Karol Mets,de Bundesliga,31.0,900,0,0,DF,13,12,60,3,0,343,3,0.1,0.2,
Thomas Meunier,fr Ligue 1,32.0,1928,2,0,DF,53,34,64,23,14,899,13,1.9,0.7,
Alexander Meyer,de Bundesliga,33.0,180,0,0,GK,0,0,0,0,0,51,1,0.0,0.1,
Shumaira Mheuka,eng Premier League,16.0,1,0,0,MF,0,0,0,0,0,1,0,0.1,0.0,
Lucas Michal,fr Ligue 1,19.0,117,0,0,"FW,MF",5,1,2,0,1,38,1,0.2,0.9,
Florian Micheler,de Bundesliga,19.0,32,0,0,MF,0,0,0,0,1,11,0,0.0,0.0,
Miguel,es La Liga,24.0,1724,1,3,FW,16,4,23,12,8,258,7,4.9,1.4,
Valentin Mihaila,it Serie A,24.0,1288,0,3,"FW,MF",29,8,6,8,10,332,17,2.4,1.2,
Georges Mikautadze,fr Ligue 1,23.0,1449,11,6,FW,7,4,6,14,17,402,21,10.3,4.3,
Igor Miladinović,fr Ligue 1,21.0,26,0,0,"FW,MF",0,1,1,0,0,10,0,0.0,0.0,
Nikola Milenković,eng Premier League,26.0,3330,5,2,DF,51,27,209,3,1,547,9,4.0,1.1,
Lewis Miley,eng Premier League,18.0,313,1,0,MF,14,2,5,4,1,112,1,0.5,0.0,
Vanja Milinković-Savić,it Serie A,27.0,3330,0,0,GK,1,0,18,1,0,1112,3,0.0,0.1,
Éder Militão,es La Liga,26.0,938,1,1,DF,19,12,35,3,5,533,6,0.6,0.5,
Luis Milla,es La Liga,29.0,2875,1,4,MF,61,24,28,17,21,799,70,1.8,3.9,
Pere Milla,es La Liga,31.0,456,3,0,"MF,FW",6,3,5,12,2,117,5,1.5,0.3,
Enzo Millot,de Bundesliga,22.0,1843,6,5,"MF,FW",30,13,6,26,31,848,23,7.6,3.1,
James Milner,eng Premier League,38.0,170,0,0,MF,5,2,2,1,1,47,4,0.2,0.2,
Kim Min-jae,de Bundesliga,27.0,2283,2,0,DF,35,37,91,10,3,1644,6,1.6,0.3,
Yerry Mina,it Serie A,29.0,2569,1,0,DF,66,37,163,8,3,948,4,2.3,0.3,
Takumi Minamino,fr Ligue 1,29.0,2231,6,3,"MF,FW",33,10,20,30,12,567,40,8.9,6.6,
Lucas Mincarelli,fr Ligue 1,20.0,715,1,0,DF,17,9,27,6,1,255,3,0.6,0.3,
Tyrone Mings,eng Premier League,31.0,1120,0,0,DF,7,7,61,7,2,484,3,0.8,0.2,
Óscar Mingueza,es La Liga,25.0,2729,4,6,"MF,DF",38,22,46,40,25,1386,35,1.5,5.6,
Kim Minsu,es La Liga,18.0,22,0,0,"MF,FW",1,0,0,0,0,12,0,0.0,0.0,
Yankuba Minteh,eng Premier League,20.0,1838,6,4,"FW,MF",48,11,31,36,46,481,29,4.1,5.0,
Bojan Miovski,es La Liga,25.0,869,2,1,FW,7,2,7,4,3,88,4,2.7,0.2,
Rafa Mir,es La Liga,27.0,753,1,2,"FW,MF",12,5,9,9,2,145,4,3.0,0.7,
Juan Miranda,it Serie A,24.0,2277,0,6,DF,32,23,50,27,7,1047,57,0.7,6.1,
Fabio Miretti,it Serie A,20.0,1677,3,3,"MF,FW",28,7,13,14,25,461,22,3.1,2.0,
Tyrick Mitchell,eng Premier League,24.0,3092,0,5,DF,91,19,108,61,16,820,41,1.3,6.4,
Kaoru Mitoma,eng Premier League,27.0,2603,10,4,"FW,MF",45,14,10,39,52,830,37,9.2,4.6,
Maximilian Mittelstädt,de Bundesliga,27.0,2469,1,7,DF,79,47,96,28,21,1251,47,0.9,4.7,
Koji Miyoshi,de Bundesliga,27.0,464,1,0,"FW,MF",8,2,2,15,5,120,5,1.1,0.8,
Henrikh Mkhitaryan,it Serie A,35.0,2328,1,4,MF,43,16,41,26,7,1036,29,1.5,2.7,
Jakub Moder,eng Premier League,25.0,11,0,0,MF,1,0,3,0,0,13,3,0.0,0.2,
Rui Modesto,it Serie A,24.0,608,0,1,"DF,MF",16,8,13,8,3,166,14,0.5,0.8,
Luka Modrić,es La Liga,38.0,1827,2,6,MF,31,27,17,15,14,1419,66,1.6,7.0,
Max Moerstedt,de Bundesliga,,451,0,0,FW,5,0,5,2,1,84,7,0.8,0.6,
Terem Moffi,fr Ligue 1,25.0,58,1,0,FW,0,0,0,0,1,9,0,2.3,0.0,
Mostafa Mohamed,fr Ligue 1,26.0,1252,5,0,FW,18,10,27,9,12,239,6,5.5,0.4,
Johan Mojica,es La Liga,31.0,2755,1,2,DF,35,26,84,51,33,1024,40,0.9,4.1,
David Mokwa,de Bundesliga,20.0,22,0,0,"DF,FW",1,0,0,0,1,5,0,0.3,0.0,
Alberto Moleiro,es La Liga,20.0,2714,6,1,"FW,MF",27,18,8,24,64,946,41,5.6,3.3,
Nahuel Molina,es La Liga,26.0,1590,0,3,DF,44,13,53,37,15,782,13,0.8,1.5,
Florent Mollet,fr Ligue 1,32.0,242,0,0,"MF,FW",2,1,4,4,2,85,6,0.3,0.3,
Jon Moncayola,es La Liga,26.0,2099,0,0,MF,70,11,20,21,4,571,33,1.6,3.7,
Jeremy Monga,eng Premier League,,112,0,0,"FW,MF",2,0,1,5,2,37,1,0.2,0.0,
Gonzalo Montiel,es La Liga,27.0,113,0,0,"DF,MF",4,2,11,1,0,37,0,0.0,0.0,
Lorenzo Montipò,it Serie A,28.0,3240,0,0,GK,1,0,24,1,0,508,0,0.0,0.0,
Mikey Moore,eng Premier League,16.0,366,0,1,FW,2,1,4,5,2,106,3,0.2,0.3,
Álvaro Morata,it Serie A,31.0,1099,5,0,"FW,MF",16,5,5,4,6,215,7,3.9,0.8,
Morato,eng Premier League,23.0,907,0,0,DF,22,10,78,11,2,164,0,0.2,0.0,
Diego Moreira,fr Ligue 1,19.0,2568,2,7,"DF,MF",44,35,65,30,57,953,30,2.0,7.3,
Alberto Moreno,it Serie A,32.0,1727,0,0,DF,25,14,40,20,3,722,19,0.4,1.2,
Álex Moreno,eng Premier League,31.0,955,0,1,"DF,MF",25,15,43,10,8,229,8,0.2,1.3,
Gerard Moreno,es La Liga,32.0,721,3,2,FW,7,2,8,10,18,243,17,4.2,3.6,
Matias Moreno,it Serie A,20.0,144,0,0,DF,8,1,9,3,3,55,1,0.0,0.0,
Xavier Moreno,es La Liga,19.0,45,0,0,FW,0,0,1,1,0,8,0,0.0,0.0,
Tete Morente,it Serie A,27.0,2021,3,2,"FW,MF",27,14,31,29,30,560,25,2.9,1.6,
Mateu Morey,es La Liga,24.0,741,0,0,DF,22,15,32,9,9,254,4,0.4,0.3,
Ilaix Moriba,es La Liga,21.0,2132,1,1,MF,68,14,33,7,15,769,20,1.7,1.5,
Manu Morlanes,es La Liga,25.0,1338,0,0,MF,43,24,16,3,3,459,10,0.6,0.3,
Nikola Moro,it Serie A,26.0,1208,0,2,MF,35,13,18,11,7,486,20,0.5,0.8,
Raúl Moro,es La Liga,21.0,2341,4,5,"MF,FW",22,10,20,32,57,607,44,4.1,5.7,
Sam Morsy,eng Premier League,32.0,2751,1,1,MF,68,29,47,22,17,852,24,0.4,1.2,
Gabriel Moscardo,fr Ligue 1,18.0,84,0,0,"MF,DF",3,0,1,0,1,29,0,0.2,0.0,
Cristhian Mosquera,es La Liga,20.0,3319,1,0,DF,56,35,128,9,5,1401,0,0.4,0.0,
Daniel Mosquera,it Serie A,24.0,1375,5,1,FW,11,2,10,9,16,250,12,6.6,1.3,
Yerson Mosquera,eng Premier League,23.0,441,0,0,DF,11,10,14,3,0,168,2,0.3,0.1,
Dany Mota,it Serie A,26.0,2104,5,2,"FW,MF",13,9,27,24,13,501,22,5.1,1.8,
Yael Mouanga,fr Ligue 1,19.0,946,0,0,DF,14,10,50,4,5,337,2,0.1,0.2,
Aimen Moueffek,fr Ligue 1,23.0,1039,0,1,MF,20,5,26,7,11,302,10,1.1,1.1,
Youssoufa Moukoko,fr Ligue 1,19.0,204,2,1,"FW,MF",3,0,0,0,2,43,5,2.2,0.8,
Steve Mounié,de Bundesliga,29.0,347,1,0,"FW,MF",4,1,5,6,1,86,1,3.2,0.0,
Mason Mount,eng Premier League,25.0,622,1,0,MF,15,4,4,8,1,215,8,3.2,0.6,
Santiago Mouriño,es La Liga,22.0,1849,0,1,DF,43,29,120,8,4,442,7,0.9,0.9,
Louis Mouton,fr Ligue 1,22.0,1045,0,1,MF,49,10,19,14,12,366,16,1.3,1.3,
Divin Mubama,eng Premier League,19.0,28,0,0,FW,0,0,0,1,0,2,0,0.0,0.0,
Mykhailo Mudryk,eng Premier League,23.0,151,0,0,FW,2,0,1,1,3,39,2,0.3,1.0,
Ngal'Ayel Mukau,fr Ligue 1,19.0,1190,0,1,MF,33,15,22,17,9,426,12,0.8,0.7,
Nordi Mukiele,de Bundesliga,26.0,899,1,0,DF,20,16,37,15,9,363,9,1.4,1.0,
Florian Müller,de Bundesliga,26.0,753,0,0,GK,0,0,3,0,0,190,0,0.0,0.0,
Kevin Müller,de Bundesliga,33.0,2939,0,0,GK,3,0,13,0,0,779,0,0.0,0.0,
Marius Müller,de Bundesliga,31.0,475,0,0,GK,0,0,0,0,0,147,0,0.0,0.0,
Thomas Müller,de Bundesliga,34.0,1225,1,4,"MF,FW",8,2,14,16,8,386,35,3.8,2.9,
Abdul Mumin,es La Liga,26.0,2017,2,1,DF,37,23,125,4,5,725,1,0.6,0.2,
Marshall Munetsi,eng Premier League,28.0,1078,2,1,"MF,FW",24,6,18,5,3,148,9,3.3,1.8,
Marshall Munetsi,fr Ligue 1,28.0,1692,4,2,MF,36,17,35,11,6,206,19,4.0,2.0,
Rodrigo Muniz,eng Premier League,23.0,964,8,1,FW,10,5,14,4,6,157,7,5.8,0.7,
Aihen Muñoz,es La Liga,26.0,1098,0,0,DF,24,14,47,17,7,356,3,0.2,0.3,
Álex Muñoz,es La Liga,30.0,1415,3,0,DF,39,16,69,13,2,398,7,0.9,0.5,
Daniel Muñoz,eng Premier League,28.0,3228,4,5,DF,123,44,108,39,21,806,46,4.9,5.5,
Iker Muñoz,es La Liga,21.0,610,0,1,MF,5,4,12,9,2,184,6,0.5,1.0,
Javier Muñoz,es La Liga,29.0,2588,1,3,"MF,DF",45,31,39,29,21,700,29,1.3,2.5,
Víctor Muñoz,es La Liga,21.0,36,0,0,"FW,DF",0,0,0,1,0,15,0,0.5,0.0,
Arijanet Muric,eng Premier League,25.0,1620,0,0,GK,0,0,10,0,0,405,0,0.0,0.0,
Murillo,eng Premier League,22.0,3188,2,0,DF,53,36,249,6,27,821,13,1.4,1.2,
Vedat Muriqi,es La Liga,30.0,2058,7,2,FW,7,7,43,19,9,334,26,9.7,2.2,
Jacob Murphy,eng Premier League,29.0,2360,8,12,FW,28,13,35,51,35,733,42,5.7,8.9,
Bob Murphy Omoregbe,it Serie A,20.0,3,0,0,MF,0,0,0,0,0,1,0,0.0,0.0,
Yunus Musah,it Serie A,21.0,1571,0,2,"MF,FW",27,7,9,11,21,581,23,1.9,1.8,
Jamal Musiala,de Bundesliga,21.0,1798,12,2,MF,36,8,5,33,72,792,41,9.3,4.5,
Florent Muslija,de Bundesliga,26.0,168,0,0,"FW,MF",5,1,1,1,4,83,3,0.3,0.3,
Almoatasem Al Musrati,fr Ligue 1,28.0,386,1,1,MF,14,5,9,0,2,195,5,0.5,0.4,
Juan Musso,it Serie A,30.0,90,0,0,GK,0,0,0,0,0,12,0,0.0,0.0,
Juan Musso,es La Liga,30.0,180,0,0,GK,0,0,0,0,0,42,0,0.0,0.0,
Kingstone Mutandwa,it Serie A,21.0,127,0,0,"FW,MF",0,0,0,0,1,25,0,0.4,0.0,
Junior Mwanga,fr Ligue 1,21.0,952,1,2,MF,26,8,18,3,7,315,7,1.3,1.0,
Junior Mwanga,fr Ligue 1,21.0,296,0,0,MF,17,2,2,1,2,99,1,0.0,0.0,
Phillipp Mwene,de Bundesliga,30.0,2607,1,4,DF,51,24,51,39,22,775,22,1.5,1.9,
Vitaliy Mykolenko,eng Premier League,25.0,3082,1,2,DF,63,44,145,23,8,697,24,0.5,2.6,
Joakim Mæhle,de Bundesliga,27.0,2188,3,4,DF,34,25,57,30,19,791,20,2.0,2.2,
Obite N'Dicka,it Serie A,24.0,3420,0,1,DF,32,33,150,9,0,1734,8,1.0,0.7,
Konan N'dri,it Serie A,23.0,306,0,0,"FW,MF",3,1,0,1,7,78,6,0.5,0.2,
Loïc N'Gatta,fr Ligue 1,20.0,13,0,0,DF,1,0,1,1,0,12,0,0.0,0.0,
Nathan N'Goumou,de Bundesliga,24.0,828,2,1,FW,17,4,16,7,9,215,6,1.9,1.3,
Djylian N'Guessan,fr Ligue 1,15.0,181,0,0,FW,6,0,1,1,2,49,2,0.4,0.1,
Stanley N'Soki,de Bundesliga,25.0,1308,0,0,DF,22,26,58,8,11,529,7,0.1,0.4,
Mickael Nade,fr Ligue 1,25.0,2306,1,2,DF,59,33,132,8,3,825,7,0.7,0.6,
Bilal Nadir,fr Ligue 1,20.0,383,1,0,MF,10,4,7,9,4,167,7,0.6,0.4,
Mahamadou Nagida,fr Ligue 1,19.0,430,2,0,DF,8,9,6,8,5,169,3,1.5,0.3,
Keito Nakamura,fr Ligue 1,24.0,2649,11,2,"FW,MF",24,13,19,27,30,675,26,9.1,2.9,
Sebastian Nanasi,fr Ligue 1,22.0,2107,6,4,"MF,FW",20,7,18,13,19,557,37,6.5,4.9,
Yael Nandjou,fr Ligue 1,19.0,154,0,0,DF,4,4,7,3,1,27,2,0.2,0.7,
Nikolas Nartey,de Bundesliga,24.0,22,0,0,MF,0,0,4,0,0,3,0,0.0,0.0,
Matija Nastasić,es La Liga,31.0,2110,1,0,DF,25,21,165,4,1,499,2,0.1,0.1,
Natan,es La Liga,23.0,2175,1,1,DF,35,28,123,0,2,929,5,0.3,0.6,
Pau Navarro,es La Liga,19.0,916,0,0,DF,23,4,41,2,3,322,1,0.0,0.0,
Roberto Navarro,es La Liga,22.0,1278,1,0,"MF,FW",29,19,12,13,35,425,13,2.0,1.9,
Jesús Navas,es La Liga,38.0,424,1,0,"FW,MF",5,4,6,7,4,150,10,0.5,0.5,
Michel Ndary Adopo,it Serie A,24.0,2409,1,1,MF,55,27,25,14,19,656,19,1.1,2.3,
Youssouf Ndayishimiye,fr Ligue 1,25.0,1932,3,0,DF,40,21,117,9,6,906,5,0.9,0.2,
Iliman Ndiaye,eng Premier League,24.0,2430,9,0,FW,53,20,24,22,68,621,18,6.2,1.9,
Junior Ndiaye,fr Ligue 1,19.0,441,0,0,FW,3,0,2,3,2,61,5,0.5,0.4,
Rassoul Ndiaye,fr Ligue 1,22.0,1061,1,0,MF,35,12,24,13,3,261,10,1.7,0.6,
Wilfred Ndidi,eng Premier League,27.0,2324,0,5,MF,85,31,80,26,13,670,17,2.0,1.9,
Wilfried Ndollo,fr Ligue 1,19.0,401,0,0,DF,6,7,11,7,1,119,1,0.0,0.0,
Tanguy Ndombele,fr Ligue 1,27.0,1131,1,2,MF,35,14,9,3,25,366,18,2.4,2.4,
Cher Ndour,it Serie A,20.0,406,0,0,"MF,DF",4,2,7,5,2,155,1,0.1,0.0,
Dan Ndoye,it Serie A,23.0,2143,8,4,FW,26,9,4,28,37,755,27,7.0,3.8,
Paul Nebel,de Bundesliga,21.0,2345,10,4,MF,38,13,30,62,25,894,35,5.8,4.1,
Kosta Nedeljković,eng Premier League,18.0,126,0,0,DF,7,0,3,0,1,27,0,0.0,0.0,
Kosta Nedeljković,de Bundesliga,18.0,479,0,0,DF,11,2,14,2,1,120,3,0.5,0.3,
Loïc Nego,fr Ligue 1,33.0,2459,0,0,"DF,FW",58,29,82,28,17,742,13,0.8,0.7,
Ivan Nekić,de Bundesliga,23.0,71,0,0,DF,1,3,2,2,0,19,0,0.0,0.0,
Reiss Nelson,eng Premier League,24.0,3,0,0,FW,1,0,1,0,0,1,0,0.0,0.0,
Reiss Nelson,eng Premier League,24.0,487,1,1,FW,8,5,2,2,13,259,13,1.1,1.0,
Victor Nelsson,it Serie A,25.0,187,0,0,DF,5,2,9,0,1,66,0,0.0,0.0,
David Nemeth,de Bundesliga,23.0,2137,0,1,DF,43,18,94,14,4,697,3,0.2,0.1,
David Neres,it Serie A,27.0,1283,2,4,FW,21,7,4,20,33,443,26,2.7,3.5,
Neto,eng Premier League,35.0,180,0,0,GK,0,0,1,0,0,35,0,0.0,0.0,
Pedro Neto,eng Premier League,24.0,2269,4,6,FW,23,9,6,26,34,746,46,3.5,6.7,
Luca Netz,de Bundesliga,21.0,969,0,2,DF,24,10,36,12,6,288,16,0.2,1.9,
Manuel Neuer,de Bundesliga,38.0,1980,0,0,GK,1,0,9,1,1,638,1,0.0,0.5,
Florian Neuhaus,de Bundesliga,27.0,382,0,1,MF,10,6,5,3,5,159,6,0.6,0.3,
João Neves,fr Ligue 1,19.0,1844,3,8,"MF,DF",63,23,22,13,16,1018,33,3.0,4.0,
Yvan Neyou,es La Liga,27.0,2312,1,1,MF,53,26,38,13,19,806,13,0.6,0.6,
Cyril Ngonge,it Serie A,24.0,216,0,0,FW,8,2,4,1,7,93,3,0.7,0.4,
Mikayil Ngor Faye,fr Ligue 1,20.0,688,0,0,DF,15,12,30,6,2,386,1,0.4,0.0,
Steve Ngoura,fr Ligue 1,19.0,289,0,0,FW,4,0,2,4,7,54,2,1.3,0.4,
Bernard Nguene,fr Ligue 1,17.0,13,0,0,FW,0,0,0,0,0,4,0,0.0,0.0,
Moussa Niakhate,fr Ligue 1,28.0,2726,0,0,DF,47,25,143,14,3,1331,7,0.1,1.0,
Abdoulaye Niakhate Ndiaye,fr Ligue 1,22.0,1707,1,0,DF,49,11,144,5,2,598,1,1.0,0.0,
Ibrahima Niane,fr Ligue 1,25.0,943,3,1,FW,7,2,6,4,6,182,9,5.7,1.0,
Tanguy Nianzou,es La Liga,22.0,518,0,0,DF,7,8,27,0,3,207,0,0.2,0.0,
Rasmus Nicolaisen,fr Ligue 1,27.0,623,0,1,DF,6,10,25,3,1,268,2,0.4,0.2,
Moritz Nicolas,de Bundesliga,26.0,1639,0,0,GK,0,1,8,1,0,575,0,0.0,0.0,
Hans Nicolussi Caviglia,it Serie A,24.0,2861,4,2,MF,47,28,55,28,17,901,29,2.4,2.1,
Julian Niehues,de Bundesliga,23.0,154,0,0,MF,3,0,8,1,1,43,3,0.2,0.1,
Oliver Nielsen,it Serie A,21.0,35,0,0,DF,0,1,2,1,0,10,0,0.0,0.0,
Saúl Ñíguez,es La Liga,29.0,1553,1,6,MF,47,22,34,15,12,386,22,2.8,2.5,
Eybi Nije,it Serie A,19.0,394,1,0,"FW,MF",5,0,1,1,7,108,4,1.5,0.4,
Tamás Nikitscher,es La Liga,24.0,858,0,0,"MF,DF",17,11,16,1,5,189,2,0.1,0.0,
Adrian Niño,es La Liga,20.0,12,0,0,FW,0,0,0,0,0,1,0,0.2,0.0,
Justin Njinmah,de Bundesliga,23.0,952,3,2,"FW,MF",6,3,1,16,11,230,12,3.7,1.6,
Eddie Nketiah,eng Premier League,25.0,1034,3,1,"FW,MF",15,3,12,12,11,246,13,5.8,1.7,
Niels Nkounkou,de Bundesliga,23.0,382,0,0,"DF,MF",13,7,15,10,7,178,9,0.2,1.3,
Christopher Nkunku,eng Premier League,26.0,921,3,2,FW,12,7,10,3,10,280,14,4.8,2.1,
Felix Nmecha,de Bundesliga,23.0,1509,4,1,MF,34,23,30,12,17,632,14,1.3,1.1,
Lukas Nmecha,de Bundesliga,25.0,467,3,0,"FW,MF",2,2,4,9,4,109,3,4.5,0.3,
Arnaud Nordin,fr Ligue 1,26.0,1166,4,1,FW,24,5,7,15,23,323,15,4.1,0.9,
Arnaud Nordin,de Bundesliga,26.0,80,0,0,"DF,MF",2,0,2,2,1,34,3,0.0,0.5,
Brooke Norton-Cuffy,it Serie A,20.0,719,0,0,"DF,FW",12,3,12,9,7,190,2,0.3,0.2,
Tijjani Noslin,it Serie A,25.0,861,2,2,"FW,MF",6,1,7,9,8,194,12,2.0,1.6,
Hugo Novoa,es La Liga,21.0,237,0,0,"DF,MF",8,0,6,3,3,50,2,0.5,0.2,
Plamedi Nsingi,fr Ligue 1,23.0,16,0,0,MF,1,0,0,1,0,4,0,0.2,0.0,
Randy Nteka,es La Liga,26.0,1129,3,0,FW,16,4,20,9,5,159,9,2.6,0.5,
Ernest Nuamah,fr Ligue 1,20.0,1052,3,1,"FW,MF",21,8,8,18,22,388,18,2.2,1.5,
Alexander Nübel,de Bundesliga,27.0,3060,0,1,GK,0,0,18,1,1,823,3,0.0,0.3,
Gustavo Nunes,eng Premier League,18.0,12,0,0,"FW,MF",3,0,2,0,0,1,0,0.0,0.0,
Matheus Nunes,eng Premier League,25.0,1674,1,6,"DF,MF",35,15,38,24,19,866,23,1.2,4.4,
Darwin Núñez,eng Premier League,25.0,1133,5,2,FW,21,4,12,13,8,201,11,5.8,1.3,
Unai Núñez,es La Liga,27.0,645,0,0,DF,10,17,46,0,2,225,1,0.2,0.1,
Antonio Nusa,de Bundesliga,19.0,1558,3,3,"MF,DF",30,8,11,16,39,480,20,1.6,2.8,
Ethan Nwaneri,eng Premier League,17.0,895,4,2,"FW,MF",11,2,4,14,37,365,16,1.2,1.2,
Ørjan Nyland,es La Liga,33.0,2673,0,0,GK,3,0,12,0,0,591,4,0.0,0.3,
Allan Nyom,es La Liga,36.0,887,1,2,"DF,MF",18,4,23,1,4,206,5,0.5,0.3,
Rabby Nzingoula,fr Ligue 1,18.0,1689,1,0,MF,64,29,23,27,25,454,8,1.0,1.6,
M'Bala Nzola,fr Ligue 1,27.0,1460,6,1,FW,5,5,7,8,14,284,20,8.6,1.3,
Marwann Nzuzi,fr Ligue 1,20.0,125,0,0,DF,2,2,6,1,0,34,1,0.0,0.1,
Christian Nørgaard,eng Premier League,30.0,2819,5,4,MF,79,49,70,25,7,826,18,4.3,1.3,
Jake O'Brien,eng Premier League,23.0,1571,2,0,DF,26,4,93,12,4,391,6,0.8,0.6,
Matt O'Riley,eng Premier League,23.0,938,2,2,MF,16,13,9,15,8,275,21,2.8,2.4,
Dara O'Shea,eng Premier League,25.0,3122,0,2,DF,49,33,225,12,1,897,3,1.3,0.5,
Adam Obert,it Serie A,21.0,1077,1,1,DF,31,23,48,17,5,298,10,0.9,0.4,
Chidozie Obi-Martin,eng Premier League,16.0,165,0,0,FW,2,0,1,0,1,22,0,0.7,0.0,
Jan Oblak,es La Liga,31.0,3240,0,0,GK,0,0,17,0,2,540,0,0.0,0.0,
Lucas Ocampos,es La Liga,30.0,175,0,1,FW,3,0,2,4,2,63,3,0.2,0.3,
Jens Odgaard,it Serie A,25.0,1952,6,1,"MF,FW",20,9,12,22,15,454,16,3.6,1.8,
Wilson Odobert,eng Premier League,19.0,850,1,0,"FW,MF",14,4,5,13,12,265,6,1.6,1.0,
David Odogu,de Bundesliga,18.0,195,0,0,DF,6,2,25,0,0,78,0,0.2,0.0,
